#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007795.1	868371	871847	+	3921750	-	SAOUHSC_00904	YP_499457.1	1158	-	exonuclease RexB
chr	NC_007795.1	871848	875501	+	3921751	-	SAOUHSC_00905	YP_499458.1	1217	-	ATP-dependent nuclease subunit A
chr	NC_007795.1	875667	876569	+	3921752	-	SAOUHSC_00906	YP_499459.1	300	-	hypothetical protein SAOUHSC_00906
chr	NC_007795.1	876898	877287	+	3921753	-	SAOUHSC_00907	YP_499460.1	129	-	hypothetical protein SAOUHSC_00907
chr	NC_007795.1	877458	878774	-	3920795	-	SAOUHSC_00908	YP_499461.1	438	-	coenzyme A disulfide reductase
chr	NC_007795.1	878826	879650	-	3920796	-	SAOUHSC_00909	YP_499462.1	274	-	hypothetical protein SAOUHSC_00909
chr	NC_007795.1	879806	880072	+	3920797	-	SAOUHSC_00910	YP_499463.1	88	-	hypothetical protein SAOUHSC_00910
chr	NC_007795.1	880619	882433	+	3920798	-	SAOUHSC_00911	YP_499464.1	604	-	hypothetical protein SAOUHSC_00911
chr	NC_007795.1	882636	885245	+	3920799	-	SAOUHSC_00912	YP_499465.1	869	-	ATP-dependent Clp protease ATP-binding subunit ClpB
chr	NC_007795.1	885304	886173	-	3920800	-	SAOUHSC_00913	YP_499466.1	289	-	hypothetical protein SAOUHSC_00913
chr	NC_007795.1	886283	887428	+	3920801	-	SAOUHSC_00914	YP_499467.1	381	-	2-isopropylmalate synthase
chr	NC_007795.1	887412	888053	+	3920802	-	SAOUHSC_00915	YP_499468.1	213	-	hypothetical protein SAOUHSC_00915
chr	NC_007795.1	888046	889164	+	3920803	-	SAOUHSC_00916	YP_499469.1	372	-	hypothetical protein SAOUHSC_00916
chr	NC_007795.1	889148	889663	+	3920804	-	SAOUHSC_00917	YP_499470.1	171	-	hypothetical protein SAOUHSC_00917
chr	NC_007795.1	890665	890850	-	3920806	-	SAOUHSC_00919	YP_499472.1	61	-	hypothetical protein SAOUHSC_00919
chr	NC_007795.1	891145	892086	+	3920807	-	SAOUHSC_00920	YP_499473.1	313	-	3-oxoacyl-(acyl carrier protein) synthase III
chr	NC_007795.1	892098	893342	+	3920808	-	SAOUHSC_00921	YP_499474.1	414	-	3-oxoacyl- synthase
chr	NC_007795.1	893397	893768	-	3920809	-	SAOUHSC_00922	YP_499475.1	123	-	hypothetical protein SAOUHSC_00922
chr	NC_007795.1	894011	894937	+	3920810	-	SAOUHSC_00923	YP_499476.1	308	-	hypothetical protein SAOUHSC_00923
chr	NC_007795.1	894937	896007	+	3920811	-	SAOUHSC_00924	YP_499477.1	356	-	hypothetical protein SAOUHSC_00924
chr	NC_007795.1	896024	897106	+	3920812	-	SAOUHSC_00925	YP_499478.1	360	-	hypothetical protein SAOUHSC_00925
chr	NC_007795.1	897096	898037	+	3920813	-	SAOUHSC_00926	YP_499479.1	313	-	oligopeptide ABC transporter ATP-binding protein
chr	NC_007795.1	898056	899711	+	3920756	-	SAOUHSC_00927	YP_499480.1	551	-	oligopeptide ABC transporter substrate-binding protein
chr	NC_007795.1	899923	901638	+	3920757	-	SAOUHSC_00928	YP_499481.1	571	-	oligopeptide ABC transporter substrate-binding protein
chr	NC_007795.1	901689	902675	+	3920758	-	SAOUHSC_00929	YP_499482.1	328	-	oligopeptide ABC transporter ATP-binding protein
chr	NC_007795.1	902678	903658	+	3920759	-	SAOUHSC_00930	YP_499483.1	326	-	oligopeptide ABC transporter ATP-binding protein
chr	NC_007795.1	903651	904613	+	3920760	-	SAOUHSC_00931	YP_499484.1	320	-	oligopeptide ABC transporter permease
chr	NC_007795.1	904625	905506	+	3920761	-	SAOUHSC_00932	YP_499485.1	293	-	oligopeptide ABC transporter permease
chr	NC_007795.1	905548	906537	-	3920762	-	SAOUHSC_00933	YP_499486.1	329	-	tryptophanyl-tRNA synthetase
chr	NC_007795.1	906832	907227	+	3920763	spxA	SAOUHSC_00934	YP_499487.1	131	-	transcriptional regulator Spx
chr	NC_007795.1	907598	908317	+	3920764	-	SAOUHSC_00935	YP_499488.1	239	-	adaptor protein
chr	NC_007795.1	908438	909424	+	3920765	-	SAOUHSC_00936	YP_499489.1	328	-	hypothetical protein SAOUHSC_00936
chr	NC_007795.1	909472	911280	+	3920766	-	SAOUHSC_00937	YP_499490.1	602	-	oligoendopeptidase F
chr	NC_007795.1	911740	912546	-	3920767	-	SAOUHSC_00938	YP_499491.1	268	-	hypothetical protein SAOUHSC_00938
chr	NC_007795.1	912569	912886	-	3920768	-	SAOUHSC_00939	YP_499492.1	105	-	hypothetical protein SAOUHSC_00939
chr	NC_007795.1	913038	913631	-	3920769	-	SAOUHSC_00940	YP_499493.1	197	-	hypothetical protein SAOUHSC_00940
chr	NC_007795.1	913817	914164	+	3920770	-	SAOUHSC_00941	YP_499494.1	115	-	hypothetical protein SAOUHSC_00941
chr	NC_007795.1	914181	914816	+	3920771	-	SAOUHSC_00942	YP_499495.1	211	-	GTP pyrophosphokinase
chr	NC_007795.1	914833	915642	+	3920772	ppnK	SAOUHSC_00943	YP_499496.1	269	-	inorganic polyphosphate/ATP-NAD kinase
chr	NC_007795.1	915639	916493	+	3920773	-	SAOUHSC_00944	YP_499497.1	284	-	hypothetical protein SAOUHSC_00944
chr	NC_007795.1	916514	917899	+	3920774	-	SAOUHSC_00945	YP_499498.1	461	-	magnesium transporter
chr	NC_007795.1	917909	919753	+	3920775	-	SAOUHSC_00946	YP_499499.1	614	-	hypothetical protein SAOUHSC_00946
chr	NC_007795.1	920031	920801	+	3920658	-	SAOUHSC_00947	YP_499500.1	256	-	enoyl-(acyl carrier protein) reductase
chr	NC_007795.1	920996	922081	-	3920659	-	SAOUHSC_00948	YP_499501.1	361	-	hypothetical protein SAOUHSC_00948
chr	NC_007795.1	922423	923991	+	3920660	-	SAOUHSC_00949	YP_499502.1	522	-	hypothetical protein SAOUHSC_00949
chr	NC_007795.1	924133	924891	+	3920661	-	SAOUHSC_00950	YP_499503.1	252	-	hypothetical protein SAOUHSC_00950
chr	NC_007795.1	925085	925594	+	3920662	-	SAOUHSC_00951	YP_499504.1	169	-	hypothetical protein SAOUHSC_00951
chr	NC_007795.1	925707	926915	-	3920663	-	SAOUHSC_00952	YP_499505.1	402	-	hypothetical protein SAOUHSC_00952
chr	NC_007795.1	926875	928050	-	3920664	-	SAOUHSC_00953	YP_499506.1	391	-	diacylglycerol glucosyltransferase
chr	NC_007795.1	928483	929964	+	3920665	-	SAOUHSC_00954	YP_499507.1	493	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
chr	NC_007795.1	929948	930208	+	3920666	-	SAOUHSC_00955	YP_499508.1	86	-	hypothetical protein SAOUHSC_00955
chr	NC_007795.1	930208	931770	+	3920667	prfC	SAOUHSC_00956	YP_499509.1	520	-	peptide chain release factor 3
chr	NC_007795.1	932072	932875	+	3920668	-	SAOUHSC_00957	YP_499510.1	267	-	hypothetical protein SAOUHSC_00957
chr	NC_007795.1	933094	935418	+	3920669	-	SAOUHSC_00958	YP_499511.1	774	-	serine protease HtrA
chr	NC_007795.1	935435	936793	+	3920670	-	SAOUHSC_00959	YP_499512.1	452	-	hypothetical protein SAOUHSC_00959
chr	NC_007795.1	936932	938443	+	3920671	-	SAOUHSC_00960	YP_499513.1	503	-	hypothetical protein SAOUHSC_00960
chr	NC_007795.1	938930	939460	-	3920672	-	SAOUHSC_00961	YP_499514.1	176	-	hypothetical protein SAOUHSC_00961
chr	NC_007795.1	939709	939927	+	3920673	-	SAOUHSC_00962	YP_499515.1	72	-	hypothetical protein SAOUHSC_00962
chr	NC_007795.1	940008	940994	-	3920674	-	SAOUHSC_00963	YP_499516.1	328	-	lipoyltransferase and lipoate-protein ligase
chr	NC_007795.1	941193	941369	+	3920675	-	SAOUHSC_00964	YP_499517.1	58	-	hypothetical protein SAOUHSC_00964
chr	NC_007795.1	941384	941986	+	3920676	-	SAOUHSC_00965	YP_499518.1	200	-	hypothetical protein SAOUHSC_00965
chr	NC_007795.1	942257	942364	+	3920111	-	SAOUHSC_00966	YP_499519.1	35	-	hypothetical protein SAOUHSC_00966
chr	NC_007795.1	942903	943004	+	3920112	-	SAOUHSC_00967	YP_499520.1	33	-	hypothetical protein SAOUHSC_00967
chr	NC_007795.1	943330	945294	+	3920113	-	SAOUHSC_00968	YP_499521.1	654	-	hypothetical protein SAOUHSC_00968
chr	NC_007795.1	945297	945617	+	3920114	-	SAOUHSC_00969	YP_499522.1	106	-	hypothetical protein SAOUHSC_00969
chr	NC_007795.1	945614	946255	+	3920115	-	SAOUHSC_00970	YP_499523.1	213	-	ABC transporter ATP-binding protein
chr	NC_007795.1	946343	946633	-	3920116	-	SAOUHSC_00971	YP_499524.1	96	-	hypothetical protein SAOUHSC_00971
chr	NC_007795.1	946912	947199	+	3920117	-	SAOUHSC_00972	YP_499525.1	95	-	hypothetical protein SAOUHSC_00972
chr	NC_007795.1	948776	949132	-	3920120	-	SAOUHSC_00975	YP_499528.1	118	-	hypothetical protein SAOUHSC_00975
chr	NC_007795.1	949716	950579	+	3920121	-	SAOUHSC_00976	YP_499529.1	287	-	hypothetical protein SAOUHSC_00976
chr	NC_007795.1	950625	950756	-	3920122	-	SAOUHSC_00977	YP_499530.1	43	-	hypothetical protein SAOUHSC_00977
chr	NC_007795.1	950820	951110	-	3920123	-	SAOUHSC_00978	YP_499531.1	96	-	hypothetical protein SAOUHSC_00978
chr	NC_007795.1	951200	951751	+	3920124	-	SAOUHSC_00979	YP_499532.1	183	-	hypothetical protein SAOUHSC_00979
chr	NC_007795.1	951802	952740	-	3920125	-	SAOUHSC_00980	YP_499533.1	312	-	1,4-dihydroxy-2-naphthoate octaprenyltransferase
chr	NC_007795.1	952891	952995	+	3920126	-	SAOUHSC_00981	YP_499534.1	34	-	hypothetical protein SAOUHSC_00981
chr	NC_007795.1	953072	954283	+	3920127	-	SAOUHSC_00982	YP_499535.1	403	-	hypothetical protein SAOUHSC_00982
chr	NC_007795.1	954270	955943	+	3920128	-	SAOUHSC_00983	YP_499536.1	557	-	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase
chr	NC_007795.1	955930	956733	+	3920129	-	SAOUHSC_00984	YP_499537.1	267	-	hypothetical protein SAOUHSC_00984
chr	NC_007795.1	956726	957547	+	3920130	-	SAOUHSC_00985	YP_499538.1	273	-	naphthoate synthase
chr	NC_007795.1	957786	958115	-	3920387	-	SAOUHSC_00986	YP_499539.1	109	-	cysteine protease
chr	NC_007795.1	958153	959334	-	3920388	-	SAOUHSC_00987	YP_499540.1	393	-	cysteine protease
chr	NC_007795.1	959416	960426	-	3920389	-	SAOUHSC_00988	YP_499541.1	336	-	glutamyl endopeptidase
chr	NC_007795.1	960954	962108	-	3920390	-	SAOUHSC_00989	YP_499542.1	384	-	hypothetical protein SAOUHSC_00989
chr	NC_007795.1	962304	963314	-	3920391	-	SAOUHSC_00991	YP_499543.1	336	-	hypothetical protein SAOUHSC_00991
chr	NC_007795.1	963467	963886	+	3920392	-	SAOUHSC_00992	YP_499544.1	139	-	MarR family transcriptional regulator
chr	NC_007795.1	963913	964023	+	3920393	-	SAOUHSC_00993	YP_499545.1	36	-	hypothetical protein SAOUHSC_00993
chr	NC_007795.1	964093	967863	-	3920394	-	SAOUHSC_00994	YP_499546.1	1256	-	bifunctional autolysin
chr	NC_007795.1	968091	968525	-	3920395	-	SAOUHSC_00995	YP_499547.1	144	-	hypothetical protein SAOUHSC_00995
chr	NC_007795.1	968680	969150	-	3920396	-	SAOUHSC_00996	YP_499548.1	156	-	hypothetical protein SAOUHSC_00996
chr	NC_007795.1	969198	970415	-	3920397	-	SAOUHSC_00997	YP_499549.1	405	-	hypothetical protein SAOUHSC_00997
chr	NC_007795.1	970866	972059	+	3920398	-	SAOUHSC_00998	YP_499550.1	397	-	methicillin resistance protein FmtA
chr	NC_007795.1	972596	972874	-	3920399	-	SAOUHSC_00999	YP_499551.1	92	-	quinol oxidase subunit IV
chr	NC_007795.1	972883	973488	-	3920400	-	SAOUHSC_01000	YP_499552.1	201	-	cytochrome c oxidase subunit III
chr	NC_007795.1	973478	975466	-	3920401	-	SAOUHSC_01001	YP_499553.1	662	-	quinol oxidase subunit I
chr	NC_007795.1	975466	976566	-	3920402	-	SAOUHSC_01002	YP_499554.1	366	-	quinol oxidase AA3 subunit II
chr	NC_007795.1	976868	976990	+	3920403	-	SAOUHSC_01003	YP_499555.1	40	-	hypothetical protein SAOUHSC_01003
chr	NC_007795.1	977138	977455	-	3920404	-	SAOUHSC_01005	YP_499556.1	105	-	hypothetical protein SAOUHSC_01005
chr	NC_007795.1	978261	979121	-	3920405	-	SAOUHSC_01007	YP_499557.1	286	-	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
chr	NC_007795.1	979385	979804	+	3920269	-	SAOUHSC_01008	YP_499558.1	139	-	phosphoribosylaminoimidazole carboxylase catalytic subunit
chr	NC_007795.1	979791	980915	+	3920270	-	SAOUHSC_01009	YP_499559.1	374	-	phosphoribosylaminoimidazole carboxylase ATPase subunit
chr	NC_007795.1	980919	981623	+	3920271	-	SAOUHSC_01010	YP_499560.1	234	-	phosphoribosylaminoimidazole-succinocarboxamide synthase
chr	NC_007795.1	981623	981886	+	3920272	-	SAOUHSC_01011	YP_499561.1	87	-	phosphoribosylformylglycinamidine synthase PurS
chr	NC_007795.1	981888	982559	+	3920273	-	SAOUHSC_01012	YP_499562.1	223	-	phosphoribosylformylglycinamidine synthase I
chr	NC_007795.1	982552	984741	+	3920274	-	SAOUHSC_01013	YP_499563.1	729	-	phosphoribosylformylglycinamidine synthase II
chr	NC_007795.1	984720	986204	+	3920275	-	SAOUHSC_01014	YP_499564.1	494	-	amidophosphoribosyltransferase
chr	NC_007795.1	986197	987225	+	3920276	-	SAOUHSC_01015	YP_499565.1	342	-	phosphoribosylaminoimidazole synthetase
chr	NC_007795.1	987228	987794	+	3920277	-	SAOUHSC_01016	YP_499566.1	188	-	phosphoribosylglycinamide formyltransferase
chr	NC_007795.1	987809	989287	+	3920278	purH	SAOUHSC_01017	YP_499567.1	492	-	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
chr	NC_007795.1	989309	990556	+	3920279	-	SAOUHSC_01018	YP_499568.1	415	-	phosphoribosylamine--glycine ligase
chr	NC_007795.1	990821	991627	-	3920280	-	SAOUHSC_01019	YP_499569.1	268	-	hypothetical protein SAOUHSC_01019
chr	NC_007795.1	991620	993020	-	3920281	-	SAOUHSC_01021	YP_499570.1	466	-	hypothetical protein SAOUHSC_01021
chr	NC_007795.1	993035	993610	-	3920282	-	SAOUHSC_01022	YP_499571.1	191	-	hypothetical protein SAOUHSC_01022
chr	NC_007795.1	993974	994093	+	3920283	-	SAOUHSC_01023	YP_499572.1	39	-	hypothetical protein SAOUHSC_01023
chr	NC_007795.1	994194	994328	-	3920284	-	SAOUHSC_01024	YP_499573.1	44	-	hypothetical protein SAOUHSC_01024
chr	NC_007795.1	994480	995775	+	3920285	-	SAOUHSC_01025	YP_499574.1	431	-	hypothetical protein SAOUHSC_01025
chr	NC_007795.1	996200	997372	+	3920286	-	SAOUHSC_01026	YP_499575.1	390	-	hypothetical protein SAOUHSC_01026
chr	NC_007795.1	997426	997968	+	3920287	-	SAOUHSC_01027	YP_499576.1	180	-	hypothetical protein SAOUHSC_01027
chr	NC_007795.1	998122	998388	+	3920288	-	SAOUHSC_01028	YP_499577.1	88	-	phosphocarrier protein HPr
chr	NC_007795.1	998391	1000109	+	3919878	-	SAOUHSC_01029	YP_499578.1	572	-	phosphoenolpyruvate-protein phosphotransferase
chr	NC_007795.1	1000346	1000579	-	3919879	-	SAOUHSC_01030	YP_499579.1	77	-	hypothetical protein SAOUHSC_01030
chr	NC_007795.1	1000777	1002138	+	3919880	-	SAOUHSC_01031	YP_499580.1	453	-	cytochrome d ubiquinol oxidase subunit I
chr	NC_007795.1	1002135	1003154	+	3919881	-	SAOUHSC_01032	YP_499581.1	339	-	cytochrome d ubiquinol oxidase subunit II
chr	NC_007795.1	1003287	1003949	+	3919882	-	SAOUHSC_01034	YP_499582.1	220	-	hypothetical protein SAOUHSC_01034
chr	NC_007795.1	1003967	1004122	+	3921683	-	SAOUHSC_A00992	YP_499583.1	51	-	hypothetical protein SAOUHSC_A00992
chr	NC_007795.1	1004298	1005995	-	3919883	-	SAOUHSC_01035	YP_499584.1	565	-	hypothetical protein SAOUHSC_01035
chr	NC_007795.1	1005995	1006213	-	3919884	-	SAOUHSC_01036	YP_499585.1	72	-	hypothetical protein SAOUHSC_01036
chr	NC_007795.1	1006242	1006364	-	3919885	-	SAOUHSC_01037	YP_499586.1	40	-	hypothetical protein SAOUHSC_01037
chr	NC_007795.1	1006694	1007245	-	3919886	def	SAOUHSC_01038	YP_499587.1	183	-	peptide deformylase
chr	NC_007795.1	1007610	1008236	+	3919887	-	SAOUHSC_01039	YP_499588.1	208	-	hypothetical protein SAOUHSC_01039
chr	NC_007795.1	1008407	1009519	+	3919888	-	SAOUHSC_01040	YP_499589.1	370	-	pyruvate dehydrogenase complex, E1 component subunit alpha
chr	NC_007795.1	1009523	1010500	+	3919889	-	SAOUHSC_01041	YP_499590.1	325	-	pyruvate dehydrogenase complex, E1 component subunit beta
chr	NC_007795.1	1010591	1011883	+	3919890	-	SAOUHSC_01042	YP_499591.1	430	-	branched-chain alpha-keto acid dehydrogenase subunit E2
chr	NC_007795.1	1011887	1013293	+	3919891	-	SAOUHSC_01043	YP_499592.1	468	-	dihydrolipoamide dehydrogenase
chr	NC_007795.1	1013461	1013736	+	3919892	-	SAOUHSC_01044	YP_499593.1	91	-	hypothetical protein SAOUHSC_01044
chr	NC_007795.1	1013880	1014419	+	3919893	-	SAOUHSC_01045	YP_499594.1	179	-	hypothetical protein SAOUHSC_01045
chr	NC_007795.1	1014432	1015526	+	3919894	-	SAOUHSC_01046	YP_499595.1	364	-	ABC transporter
chr	NC_007795.1	1015519	1016316	+	3919895	-	SAOUHSC_01047	YP_499596.1	265	-	spermidine/putrescine ABC transporter permease
chr	NC_007795.1	1016322	1017131	+	3919896	-	SAOUHSC_01048	YP_499597.1	269	-	spermidine/putrescine ABC transporter permease
chr	NC_007795.1	1017131	1018204	+	3921714	-	SAOUHSC_01049	YP_499598.1	357	-	spermidine/putrescine ABC transporter substrate-binding protein
chr	NC_007795.1	1018278	1019297	+	3921715	-	SAOUHSC_01050	YP_499599.1	339	-	hypothetical protein SAOUHSC_01050
chr	NC_007795.1	1019580	1019999	+	3921716	-	SAOUHSC_01051	YP_499600.1	139	-	hypothetical protein SAOUHSC_01051
chr	NC_007795.1	1020081	1021433	-	3921717	-	SAOUHSC_01053	YP_499601.1	450	-	manganese transport protein MntH
chr	NC_007795.1	1021617	1022231	-	3921718	-	SAOUHSC_01054	YP_499602.1	204	-	hypothetical protein SAOUHSC_01054
chr	NC_007795.1	1022388	1023215	+	3921719	-	SAOUHSC_01055	YP_499603.1	275	-	inositol monophosphatase family protein
chr	NC_007795.1	1023369	1023560	-	16830699	-	SAOUHSC_01055a	YP_008530239.1	63	-	membrane protein
chr	NC_007795.1	1023662	1025509	+	3921721	-	SAOUHSC_01058	YP_499605.1	615	-	GTP-binding protein TypA
chr	NC_007795.1	1025649	1025816	-	3921722	-	SAOUHSC_01060	YP_499606.1	55	-	hypothetical protein SAOUHSC_01060
chr	NC_007795.1	1025818	1026300	-	3921723	-	SAOUHSC_01061	YP_499607.1	160	-	hypothetical protein SAOUHSC_01061
chr	NC_007795.1	1026441	1026716	+	3921724	-	SAOUHSC_01062	YP_499608.1	91	-	hypothetical protein SAOUHSC_01062
chr	NC_007795.1	1027030	1028256	+	3921725	-	SAOUHSC_01063	YP_499609.1	408	-	hypothetical protein SAOUHSC_01063
chr	NC_007795.1	1028810	1032262	+	3921726	-	SAOUHSC_01064	YP_499610.1	1150	-	pyruvate carboxylase
chr	NC_007795.1	1032402	1033472	-	3921727	-	SAOUHSC_01065	YP_499611.1	356	-	heme A synthase
chr	NC_007795.1	1033753	1034664	+	3921728	-	SAOUHSC_01066	YP_499612.1	303	-	protoheme IX farnesyltransferase
chr	NC_007795.1	1034689	1035150	+	3921729	-	SAOUHSC_01067	YP_499613.1	153	-	hypothetical protein SAOUHSC_01067
chr	NC_007795.1	1035362	1035565	+	3921730	-	SAOUHSC_01068	YP_499614.1	67	-	hypothetical protein SAOUHSC_01068
chr	NC_007795.1	1035477	1036514	+	3921731	-	SAOUHSC_01069	YP_499615.2	345	-	hypothetical protein SAOUHSC_01069
chr	NC_007795.1	1036530	1036964	+	3921732	-	SAOUHSC_01070	YP_499616.1	144	-	hypothetical protein SAOUHSC_01070
chr	NC_007795.1	1037027	1037953	-	3921733	-	SAOUHSC_01071	YP_499617.1	308	-	glycerophosphoryl diester phosphodiesterase
chr	NC_007795.1	1038192	1038446	+	3919235	-	SAOUHSC_01072	YP_499618.1	84	-	hypothetical protein SAOUHSC_01072
chr	NC_007795.1	1038449	1038838	-	3919236	-	SAOUHSC_01073	YP_499619.1	129	-	hypothetical protein SAOUHSC_01073
chr	NC_007795.1	1038980	1039450	+	3919237	-	SAOUHSC_01074	YP_499620.1	156	-	hypothetical protein SAOUHSC_01074
chr	NC_007795.1	1039452	1039934	+	3919238	coaD	SAOUHSC_01075	YP_499621.1	160	-	phosphopantetheine adenylyltransferase
chr	NC_007795.1	1039996	1041135	-	3919239	-	SAOUHSC_01076	YP_499622.1	379	-	hypothetical protein SAOUHSC_01076
chr	NC_007795.1	1041262	1041819	+	3919240	-	SAOUHSC_01077	YP_499623.1	185	-	hypothetical protein SAOUHSC_01077
chr	NC_007795.1	1042227	1044164	-	3919242	-	SAOUHSC_01079	YP_499626.1	645	-	neurofilament protein
chr	NC_007795.1	1044368	1045420	-	3919243	-	SAOUHSC_01081	YP_499627.1	350	-	hypothetical protein SAOUHSC_01081
chr	NC_007795.1	1045629	1046312	+	3919244	-	SAOUHSC_01082	YP_499628.1	227	-	hypothetical protein SAOUHSC_01082
chr	NC_007795.1	1046312	1047388	+	3919245	-	SAOUHSC_01084	YP_499629.1	358	-	hypothetical protein SAOUHSC_01084
chr	NC_007795.1	1047415	1048263	+	3919246	-	SAOUHSC_01085	YP_499630.1	282	-	hypothetical protein SAOUHSC_01085
chr	NC_007795.1	1048276	1049052	+	3919247	-	SAOUHSC_01086	YP_499631.1	258	-	iron compound ABC transporter permease
chr	NC_007795.1	1048947	1049240	+	3919248	-	SAOUHSC_01087	YP_499632.1	97	-	iron compound ABC transporter permease
chr	NC_007795.1	1049302	1050036	+	3919249	-	SAOUHSC_01088	YP_499633.1	244	-	hypothetical protein SAOUHSC_01088
chr	NC_007795.1	1050055	1050378	+	3919250	-	SAOUHSC_01089	YP_499634.1	107	-	heme-degrading monooxygenase IsdG
chr	NC_007795.1	1050415	1050522	+	3919251	-	SAOUHSC_01090	YP_499635.1	35	-	hypothetical protein SAOUHSC_01090
chr	NC_007795.1	1050762	1051502	+	3919252	-	SAOUHSC_01091	YP_499636.1	246	-	hypothetical protein SAOUHSC_01091
chr	NC_007795.1	1051883	1052941	+	3919253	pheS	SAOUHSC_01092	YP_499637.1	352	-	phenylalanyl-tRNA synthetase subunit alpha
chr	NC_007795.1	1052941	1055343	+	3920736	pheT	SAOUHSC_01093	YP_499638.1	800	-	phenylalanyl-tRNA synthetase subunit beta
chr	NC_007795.1	1055514	1056452	-	3920737	-	SAOUHSC_01095	YP_499639.1	312	-	ribonuclease HIII
chr	NC_007795.1	1056822	1057082	+	3920738	-	SAOUHSC_01096	YP_499640.1	86	-	hypothetical protein SAOUHSC_01096
chr	NC_007795.1	1057090	1057611	+	3920739	-	SAOUHSC_01097	YP_499641.1	173	-	hypothetical protein SAOUHSC_01097
chr	NC_007795.1	1057684	1059396	+	3920740	-	SAOUHSC_01098	YP_499642.1	570	-	hypothetical protein SAOUHSC_01098
chr	NC_007795.1	1059406	1061754	+	3920741	-	SAOUHSC_01099	YP_499643.1	782	-	recombination and DNA strand exchange inhibitor protein
chr	NC_007795.1	1061927	1062241	+	3920742	-	SAOUHSC_01100	YP_499644.1	104	-	thioredoxin
chr	NC_007795.1	1062304	1062399	-	3920743	-	SAOUHSC_01101	YP_499645.1	31	-	hypothetical protein SAOUHSC_01101
chr	NC_007795.1	1062565	1064346	+	3920744	uvrC	SAOUHSC_01102	YP_499646.2	593	-	excinuclease ABC subunit C
chr	NC_007795.1	1064670	1065284	+	3920745	-	SAOUHSC_01103	YP_499647.1	204	-	succinate dehydrogenase cytochrome b-558 subunit
chr	NC_007795.1	1065336	1067102	+	3920746	sdhA	SAOUHSC_01104	YP_499648.1	588	-	succinate dehydrogenase flavoprotein subunit
chr	NC_007795.1	1067102	1067917	+	3920747	sdhB	SAOUHSC_01105	YP_499649.1	271	-	succinate dehydrogenase iron-sulfur subunit
chr	NC_007795.1	1068153	1068953	+	3920748	-	SAOUHSC_01106	YP_499650.1	266	-	glutamate racemase
chr	NC_007795.1	1068965	1069552	+	3920749	-	SAOUHSC_01107	YP_499651.1	195	-	nucleoside-triphosphatase
chr	NC_007795.1	1069545	1070048	+	3920750	-	SAOUHSC_01108	YP_499652.1	167	-	hypothetical protein SAOUHSC_01108
chr	NC_007795.1	1070176	1070343	+	3920751	-	SAOUHSC_01109	YP_499653.1	55	-	hypothetical protein SAOUHSC_01109
chr	NC_007795.1	1070537	1070866	+	3920752	-	SAOUHSC_01110	YP_499654.1	109	-	fibrinogen-binding protein-like protein
